연도,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
2002,김원형,SK,투수,13,12,58+1/3,0,0,3,9,0,1.000,0,0,0,-
2002,박상민,롯데,우익수,13,3,42+1/3,1,0,12,1,0,0.929,0,0,0,-
2002,윤재국,롯데,좌익수,13,3,43,1,0,6,0,0,0.857,0,0,0,-
2002,김경언,KIA,우익수,12,2,52,0,0,16,1,0,1.000,0,0,0,-
2002,김주철,KIA,투수,12,0,18+1/3,0,0,2,5,0,1.000,0,0,0,-
2002,김승권,삼성,3루수,11,2,30,1,0,3,8,2,0.917,0,0,0,-
2002,이대환,현대,투수,11,0,13,0,0,5,2,0,1.000,0,0,0,-
2002,김지영,KIA,포수,11,6,61,1,0,54,3,2,0.983,2,5,3,37.5
2002,신동주,KIA,우익수,11,7,71,4,0,8,0,0,0.667,0,0,0,-
2002,전승남,LG,투수,11,0,11+1/3,0,0,1,1,0,1.000,0,0,0,-
2002,김응국,롯데,1루수,11,10,83+2/3,0,0,92,7,7,1.000,0,0,0,-
2002,김경태,두산,투수,10,1,8,0,0,1,0,0,1.000,0,0,0,-
2002,이경필,두산,투수,10,5,24+2/3,1,0,1,3,0,0.800,0,0,0,-
2002,장성진,두산,투수,10,0,14+2/3,0,0,0,4,0,1.000,0,0,0,-
2002,최용호,두산,투수,10,1,14+2/3,1,0,0,2,0,0.667,0,0,0,-
2002,조효상,한화,좌익수,10,4,25+2/3,0,0,4,1,0,1.000,0,0,0,-
2002,곽채진,KIA,투수,10,0,14+2/3,0,0,2,0,0,1.000,0,0,0,-
2002,김태룡,KIA,2루수,10,2,37,0,0,8,7,1,1.000,0,0,0,-
2002,마해영,삼성,1루수,9,5,43,1,0,46,7,4,0.981,0,0,0,-
2002,장성국,삼성,포수,9,0,20,0,0,21,0,0,1.000,2,0,0,-
2002,김민우,현대,2루수,9,1,25+2/3,0,0,10,9,2,1.000,0,0,0,-
2002,채종국,현대,유격수,9,5,50,1,0,9,10,1,0.950,0,0,0,-
2002,황윤성,현대,1루수,9,1,32,0,0,35,5,1,1.000,0,0,0,-
2002,이병석,KIA,투수,9,0,7,0,0,0,0,0,-,0,0,0,-
2002,박연수,LG,좌익수,9,1,24+1/3,0,0,9,0,0,1.000,0,0,0,-
2002,러핀,SK,투수,9,0,18,0,0,1,1,0,1.000,0,0,0,-
2002,베로아,롯데,우익수,9,9,56,0,0,13,0,0,1.000,0,0,0,-
2002,고영민,두산,2루수,8,3,27,0,0,12,2,0,1.000,0,0,0,-
2002,최경훈,두산,투수,8,1,8,0,0,0,1,0,1.000,0,0,0,-
2002,박재홍,현대,3루수,8,6,50,4,0,2,18,2,0.833,0,0,0,-
2002,조재호,현대,우익수,8,6,51,0,0,13,0,0,1.000,0,0,0,-
2002,조윤채,한화,중견수,8,6,42,0,0,10,0,0,1.000,0,0,0,-
2002,조현수,한화,우익수,8,3,35,0,0,8,1,0,1.000,0,0,0,-
2002,이종범,KIA,좌익수,8,7,60,0,0,11,0,0,1.000,0,0,0,-
2002,심성보,LG,좌익수,8,5,39,1,0,7,0,0,0.875,0,0,0,-
2002,안병원,LG,투수,8,7,25+1/3,0,0,3,2,1,1.000,0,0,0,-
2002,박상민,롯데,좌익수,8,5,39,1,0,11,0,0,0.917,0,0,0,-
2002,박종윤,롯데,1루수,8,7,59,2,0,79,5,7,0.977,0,0,0,-
2002,이정민,롯데,투수,8,1,11,1,0,1,0,0,0.500,0,0,0,-
2002,문희성,두산,1루수,7,2,23,0,0,28,1,2,1.000,0,0,0,-
2002,김승권,삼성,유격수,7,0,13,0,0,3,2,0,1.000,0,0,0,-
2002,문남열,삼성,투수,7,0,12+1/3,1,0,1,2,0,0.750,0,0,0,-
2002,양준혁,삼성,좌익수,7,3,33+2/3,0,0,5,2,0,1.000,0,0,0,-
2002,전근표,현대,1루수,7,4,33,0,0,39,2,6,1.000,0,0,0,-
2002,김장백,한화,투수,7,0,7+2/3,0,0,0,2,1,1.000,0,0,0,-
2002,이범호,한화,2루수,7,2,22+1/3,0,0,4,3,0,1.000,0,0,0,-
2002,조효상,한화,우익수,7,0,13,0,0,6,0,0,1.000,0,0,0,-
2002,김민철,KIA,2루수,7,2,14+2/3,0,0,4,5,2,1.000,0,0,0,-
2002,박진철,KIA,투수,7,6,27,0,0,1,8,0,1.000,0,0,0,-
2002,최영완,KIA,투수,7,0,4+2/3,0,0,0,1,0,1.000,0,0,0,-
2002,권용관,LG,3루수,7,1,22,0,0,1,4,0,1.000,0,0,0,-
2002,김상현,LG,유격수,7,1,15+1/3,0,0,2,1,0,1.000,0,0,0,-
2002,이일의,LG,좌익수,7,1,29,0,0,2,1,0,1.000,0,0,0,-
2002,박현승,롯데,2루수,7,7,46,0,0,10,23,3,1.000,0,0,0,-
2002,엄정대,롯데,중견수,7,5,42,0,0,7,0,0,1.000,0,0,0,-
2002,에르난데스,롯데,투수,7,7,44+2/3,0,0,4,5,0,1.000,0,0,0,-
2002,주형광,롯데,투수,7,0,1+2/3,0,0,0,0,0,-,0,0,0,-
2002,유재웅,두산,우익수,6,4,17,0,0,2,0,0,1.000,0,0,0,-
2002,김재걸,삼성,3루수,6,4,37+1/3,0,0,4,8,1,1.000,0,0,0,-
2002,이준호,삼성,투수,6,0,8,0,0,0,0,0,-,0,0,0,-
2002,서창호,한화,2루수,6,0,12,0,0,1,0,0,1.000,0,0,0,-
2002,서창호,한화,유격수,6,0,13,0,0,2,5,1,1.000,0,0,0,-
2002,조윤채,한화,좌익수,6,2,21,0,0,3,0,0,1.000,0,0,0,-
2002,조현수,한화,좌익수,6,2,28,0,0,3,0,0,1.000,0,0,0,-
2002,김민철,KIA,3루수,6,0,15,0,0,3,2,0,1.000,0,0,0,-
2002,김민철,KIA,유격수,6,3,22,1,0,5,10,2,0.938,0,0,0,-
2002,김인철,KIA,중견수,6,5,31,0,0,8,0,0,1.000,0,0,0,-
2002,방동민,KIA,투수,6,0,3+1/3,0,0,0,1,0,1.000,0,0,0,-
2002,이원식,KIA,투수,6,6,17+1/3,0,0,2,0,0,1.000,0,0,0,-
2002,안상준,LG,유격수,6,0,15,0,0,1,3,1,1.000,0,0,0,-
2002,이종열,LG,1루수,6,1,23,1,0,22,2,2,0.960,0,0,0,-
2002,김재구,SK,1루수,6,0,13,0,0,19,0,0,1.000,0,0,0,-
2002,고효준,롯데,투수,6,0,3,0,0,0,1,0,1.000,0,0,0,-
2002,박보현,두산,투수,5,0,2+1/3,0,0,0,2,0,1.000,0,0,0,-
2002,장원진,두산,우익수,5,3,31,0,0,2,0,0,1.000,0,0,0,-
2002,강동우,삼성,중견수,5,1,15,0,0,3,0,0,1.000,0,0,0,-
2002,이정호,삼성,투수,5,1,10+1/3,0,0,0,2,0,1.000,0,0,0,-
2002,하춘동,삼성,우익수,5,0,9,0,0,3,0,0,1.000,0,0,0,-
2002,박우호,현대,좌익수,5,0,6,1,0,2,0,0,0.667,0,0,0,-
2002,이용주,현대,3루수,5,3,21+1/3,0,0,0,7,0,1.000,0,0,0,-
2002,조현수,한화,1루수,5,0,8,0,0,6,1,1,1.000,0,0,0,-
2002,조효상,한화,중견수,5,2,26+2/3,0,0,8,0,0,1.000,0,0,0,-
2002,손혁,KIA,투수,5,5,19+1/3,0,0,1,4,0,1.000,0,0,0,-
2002,이대진,KIA,좌익수,5,3,20,1,0,2,0,0,0.667,0,0,0,-
2002,김현민,LG,1루수,5,0,9,0,0,9,0,3,1.000,0,0,0,-
2002,최동수,LG,3루수,5,0,12,0,0,0,3,0,1.000,0,0,0,-
2002,추승우,LG,3루수,5,3,20,1,0,1,4,1,0.833,0,0,0,-
2002,김건한,SK,투수,5,0,5+1/3,0,0,0,0,0,-,0,0,0,-
2002,김명완,SK,투수,5,0,5+2/3,0,0,1,0,0,1.000,0,0,0,-
2002,안재만,SK,3루수,5,5,44+1/3,1,0,3,9,0,0.923,0,0,0,-
2002,엄정욱,SK,투수,5,0,6,0,0,1,1,0,1.000,0,0,0,-
2002,윤형국,SK,3루수,5,0,5,0,0,1,1,0,1.000,0,0,0,-
2002,박기혁,롯데,2루수,5,0,8+1/3,0,0,2,2,1,1.000,0,0,0,-
2002,박남섭,롯데,3루수,5,0,11,0,0,0,5,0,1.000,0,0,0,-
2002,박지철,롯데,투수,5,4,24+2/3,0,0,4,4,0,1.000,0,0,0,-
2002,변인재,롯데,투수,5,0,12,0,0,1,3,0,1.000,0,0,0,-
2002,강봉규,두산,중견수,4,2,22+1/3,0,0,2,0,0,1.000,0,0,0,-
2002,김호,두산,2루수,4,0,6,0,0,2,5,2,1.000,0,0,0,-
2002,홍원기,두산,1루수,4,1,15,1,0,15,2,2,0.944,0,0,0,-
2002,권오원,삼성,투수,4,0,5,1,0,0,1,0,0.500,0,0,0,-
2002,이용주,현대,유격수,4,0,9+2/3,0,0,1,2,1,1.000,0,0,0,-
2002,최익성,현대,중견수,4,1,19,0,0,3,0,0,1.000,0,0,0,-
2002,황두성,현대,투수,4,0,6+2/3,0,0,0,0,0,-,0,0,0,-
2002,김종석,한화,우익수,4,1,9,0,0,2,0,0,1.000,0,0,0,-
2002,송지만,한화,중견수,4,3,24,0,0,4,0,0,1.000,0,0,0,-
2002,허준,한화,3루수,4,0,6+1/3,1,0,0,2,0,0.667,0,0,0,-
2002,박용택,LG,중견수,4,0,8,0,0,2,0,0,1.000,0,0,0,-
2002,안상준,LG,1루수,4,1,15,0,0,12,0,1,1.000,0,0,0,-
2002,이광우,LG,투수,4,0,5+1/3,0,0,0,2,0,1.000,0,0,0,-
2002,김동건,SK,2루수,4,0,6,0,0,0,5,0,1.000,0,0,0,-
2002,조원우,SK,좌익수,4,0,7,0,0,1,0,0,1.000,0,0,0,-
2002,이동욱,롯데,3루수,4,1,14,0,0,0,3,0,1.000,0,0,0,-
2002,정원욱,롯데,투수,4,0,5,0,0,0,0,0,-,0,0,0,-
2002,강봉규,두산,1루수,3,1,12,0,0,11,0,1,1.000,0,0,0,-
2002,유재웅,두산,좌익수,3,0,12,0,0,2,0,0,1.000,0,0,0,-
2002,이재우,두산,투수,3,1,8,0,0,0,0,0,-,0,0,0,-
2002,이태호,삼성,중견수,3,0,6,0,0,1,0,0,1.000,0,0,0,-
2002,조동찬,삼성,유격수,3,0,9,0,0,1,2,0,1.000,0,0,0,-
2002,서한규,현대,2루수,3,1,6,0,0,2,1,0,1.000,0,0,0,-
2002,김대원,한화,2루수,3,0,7,0,0,2,2,0,1.000,0,0,0,-
2002,신국환,한화,3루수,3,2,20,1,0,1,3,0,0.800,0,0,0,-
2002,임주택,한화,좌익수,3,1,6+1/3,0,0,1,0,0,1.000,0,0,0,-
2002,정성열,한화,1루수,3,0,10,0,0,12,0,2,1.000,0,0,0,-
2002,조정권,한화,좌익수,3,0,6,0,0,0,0,0,-,0,0,0,-
2002,조정권,한화,우익수,3,0,4,0,0,0,1,0,1.000,0,0,0,-
2002,오우진,KIA,1루수,3,0,6,0,0,7,0,2,1.000,0,0,0,-
2002,이동수,KIA,1루수,3,0,3,0,0,3,0,1,1.000,0,0,0,-
2002,조민철,KIA,포수,3,1,12,0,0,11,1,0,1.000,1,2,1,33.3
2002,김우석,LG,2루수,3,0,6,0,0,1,2,0,1.000,0,0,0,-
2002,김우석,LG,3루수,3,0,6,0,0,0,2,1,1.000,0,0,0,-
2002,김재학,LG,우익수,3,0,6,0,0,2,0,0,1.000,0,0,0,-
2002,최만호,LG,중견수,3,0,13,0,0,4,0,0,1.000,0,0,0,-
2002,김동건,SK,3루수,3,0,5,0,0,0,1,0,1.000,0,0,0,-
2002,채종범,SK,중견수,3,0,3,0,0,0,0,0,-,0,0,0,-
2002,강민영,롯데,투수,3,0,4+2/3,0,0,0,0,0,-,0,0,0,-
2002,김응국,롯데,우익수,3,2,16,0,0,4,1,0,1.000,0,0,0,-
2002,이명호,롯데,우익수,3,1,13,0,0,2,0,0,1.000,0,0,0,-
2002,이승화,롯데,우익수,3,1,22,0,0,5,0,0,1.000,0,0,0,-
2002,임봉춘,롯데,투수,3,0,3+2/3,0,0,2,0,0,1.000,0,0,0,-
2002,김성균,두산,2루수,2,0,3,0,0,0,1,0,1.000,0,0,0,-
2002,김유봉,두산,투수,2,0,1,0,0,0,0,0,-,0,0,0,-
2002,안경현,두산,유격수,2,0,4,0,0,0,0,0,-,0,0,0,-
2002,최경환,두산,중견수,2,2,9,0,0,3,0,0,1.000,0,0,0,-
2002,권혁,삼성,투수,2,1,4,0,0,0,0,0,-,0,0,0,-
2002,이태호,삼성,좌익수,2,0,3,0,0,1,0,0,1.000,0,0,0,-
2002,이태호,삼성,우익수,2,0,10,0,0,2,0,0,1.000,0,0,0,-
2002,장영균,삼성,우익수,2,0,6,0,0,2,0,0,1.000,0,0,0,-
2002,최형우,삼성,포수,2,0,9+1/3,0,0,7,0,0,1.000,0,1,0,0.0
2002,강병식,현대,좌익수,2,1,9,0,0,1,0,0,1.000,0,0,0,-
2002,박재홍,현대,우익수,2,2,16,0,0,3,0,0,1.000,0,0,0,-
2002,박준수,현대,투수,2,0,2+2/3,0,0,0,0,0,-,0,0,0,-
2002,최익성,현대,우익수,2,0,3,0,0,0,0,0,-,0,0,0,-
2002,강석천,한화,우익수,2,1,8,0,0,1,0,0,1.000,0,0,0,-
2002,강석천,한화,3루수,2,1,6+1/3,0,0,0,2,1,1.000,0,0,0,-
2002,강석천,한화,좌익수,2,0,4,0,0,1,0,0,1.000,0,0,0,-
2002,신국환,한화,2루수,2,0,2,0,0,0,0,0,-,0,0,0,-
2002,유혜정,한화,투수,2,0,3,0,0,0,0,0,-,0,0,0,-
2002,임주택,한화,우익수,2,1,7,0,0,1,0,0,1.000,0,0,0,-
2002,허진석,한화,투수,2,0,4,0,0,0,0,0,-,0,0,0,-
2002,황우구,한화,2루수,2,0,6,0,0,1,5,1,1.000,0,0,0,-
2002,김경언,KIA,1루수,2,2,22,0,0,28,2,3,1.000,0,0,0,-
2002,윤형진,KIA,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
2002,이대진,KIA,3루수,2,1,10,0,0,0,2,0,1.000,0,0,0,-
2002,이윤학,KIA,투수,2,0,2+1/3,1,0,0,0,0,0.000,0,0,0,-
2002,이재주,KIA,1루수,2,0,4+2/3,0,0,5,0,1,1.000,0,0,0,-
2002,김동호,LG,투수,2,0,2/3,0,0,0,0,0,-,0,0,0,-
2002,김상현,LG,1루수,2,0,7,0,0,2,1,0,1.000,0,0,0,-
2002,김용우,LG,2루수,2,0,2,1,0,0,1,0,0.500,0,0,0,-
2002,김태석,LG,투수,2,0,4,0,0,0,0,0,-,0,0,0,-
2002,안상준,LG,2루수,2,0,2+1/3,0,0,1,0,1,1.000,0,0,0,-
2002,김민재,SK,3루수,2,1,10,1,0,0,2,0,0.667,0,0,0,-
2002,양현석,SK,우익수,2,0,4,0,0,0,0,0,-,0,0,0,-
2002,윤형국,SK,2루수,2,0,3,0,0,0,2,0,1.000,0,0,0,-
2002,조형식,SK,투수,2,0,3,0,0,0,1,0,1.000,0,0,0,-
2002,권오현,롯데,중견수,2,0,2,0,0,0,0,0,-,0,0,0,-
2002,김주찬,롯데,좌익수,2,2,17,0,0,2,0,0,1.000,0,0,0,-
2002,김태균,롯데,3루수,2,1,5,0,0,1,1,0,1.000,0,0,0,-
2002,박상민,롯데,중견수,2,0,3,0,0,0,0,0,-,0,0,0,-
2002,신명철,롯데,3루수,2,0,6,0,0,0,0,0,-,0,0,0,-
2002,신명철,롯데,유격수,2,1,6,0,0,2,1,0,1.000,0,0,0,-
2002,신원주,롯데,투수,2,0,2,0,0,0,1,0,1.000,0,0,0,-
2002,에레라,롯데,좌익수,2,1,10,0,0,3,0,0,1.000,0,0,0,-
2002,윤재국,롯데,중견수,2,1,6,0,0,3,0,0,1.000,0,0,0,-
2002,이계성,롯데,좌익수,2,0,2,0,0,0,0,0,-,0,0,0,-
2002,이대일,롯데,투수,2,0,2+1/3,0,0,0,0,0,-,0,0,0,-
2002,최준석,롯데,포수,2,1,7,0,0,3,3,0,1.000,0,1,1,50.0
2002,강봉규,두산,2루수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
2002,고영민,두산,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,김학재,두산,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,이경환,두산,포수,1,0,1,0,0,2,0,0,1.000,0,0,0,-
2002,장인규,두산,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
2002,최경환,두산,우익수,1,1,2,0,0,1,0,0,1.000,0,0,0,-
2002,홍원기,두산,2루수,1,1,7,0,0,2,4,1,1.000,0,0,0,-
2002,김수관,삼성,2루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2002,김승권,삼성,1루수,1,0,4,0,0,5,0,0,1.000,0,0,0,-
2002,김승권,삼성,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,김종훈,삼성,우익수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
2002,김종훈,삼성,2루수,1,0,0,0,0,0,0,0,-,0,0,0,-
2002,박봉수,삼성,우익수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,손주인,삼성,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,양준혁,삼성,1루수,1,0,1,0,0,2,0,0,1.000,0,0,0,-
2002,조동찬,삼성,3루수,1,0,9,0,0,0,3,0,1.000,0,0,0,-
2002,최형우,삼성,1루수,1,0,4,0,0,4,0,1,1.000,0,0,0,-
2002,하춘동,삼성,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,강병식,현대,3루수,1,0,2,0,0,0,1,1,1.000,0,0,0,-
2002,김성태,현대,투수,1,0,1+1/3,0,0,0,0,0,-,0,0,0,-
2002,김필중,현대,포수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,배힘찬,현대,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
2002,장기영,현대,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
2002,정수성,현대,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,최환인,현대,투수,1,0,1+2/3,0,0,0,1,0,1.000,0,0,0,-
2002,강석천,한화,중견수,1,1,12,0,0,4,0,0,1.000,0,0,0,-
2002,강석천,한화,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
2002,고상천,한화,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,박정근,한화,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,방진호,한화,2루수,1,0,2,0,0,0,1,0,1.000,0,0,0,-
2002,방진호,한화,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,서창호,한화,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,송혁,한화,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,송혁,한화,우익수,1,0,2,0,0,2,0,0,1.000,0,0,0,-
2002,신국환,한화,유격수,1,0,1+1/3,0,0,0,0,0,-,0,0,0,-
2002,신국환,한화,우익수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
2002,신재웅,한화,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
2002,이범호,한화,우익수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,임수민,한화,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,장종훈,한화,2루수,1,0,0,0,0,0,0,0,-,0,0,0,-
2002,조현,한화,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,조현,한화,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,황우구,한화,3루수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
2002,김민철,KIA,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,김민철,KIA,우익수,1,1,1,0,0,0,0,0,-,0,0,0,-
2002,뉴선,KIA,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,성영재,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,신동주,KIA,중견수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
2002,심제훈,KIA,좌익수,1,0,2,1,0,0,0,0,0.000,0,0,0,-
2002,심제훈,KIA,우익수,1,0,3,0,0,1,0,0,1.000,0,0,0,-
2002,이종범,KIA,중견수,1,0,4,0,0,0,0,0,-,0,0,0,-
2002,이현곤,KIA,2루수,1,0,4,1,0,1,2,0,0.750,0,0,0,-
2002,장일현,KIA,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,정성훈,KIA,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,황성기,KIA,포수,1,0,4+1/3,0,0,4,1,0,1.000,0,0,1,100
2002,김광수,LG,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
2002,김용우,LG,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,김용우,LG,1루수,1,0,1,0,0,3,0,0,1.000,0,0,0,-
2002,김재학,LG,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,박연수,LG,우익수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2002,안치용,LG,우익수,1,0,5,0,0,0,0,0,-,0,0,0,-
2002,유현승,LG,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
2002,이용호,LG,투수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
2002,이일의,LG,1루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
2002,홍현우,LG,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,홍현우,LG,우익수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,홍현우,LG,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,박계원,SK,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,박주언,SK,투수,1,0,0,0,0,0,0,0,-,0,0,0,-
2002,이대수,SK,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
2002,조경환,SK,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,조동화,SK,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,조동화,SK,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
2002,김정현,롯데,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
2002,김태균,롯데,2루수,1,0,2,1,0,0,0,0,0.0,0,0,0,-
2003,박한이,삼성,중견수,132,130,1149,4,0,317,8,1,0.988,0,0,0,-
2003,박용택,LG,좌익수,132,125,1102,2,0,256,16,1,0.993,0,0,0,-
2003,조인성,LG,포수,132,124,1030,8,9,753,96,12,0.991,6,39,46,54.1
2003,장성호,KIA,1루수,130,126,1107,4,0,1190,72,105,0.997,0,0,0,-
2003,이영우,한화,좌익수,130,127,1095+2/3,2,0,248,1,0,0.992,0,0,0,-
2003,김한수,삼성,3루수,129,127,1117,5,0,137,245,26,0.987,0,0,0,-
2003,양준혁,삼성,좌익수,129,128,1007,6,0,173,13,3,0.969,0,0,0,-
2003,박종호,현대,2루수,129,129,1095,13,0,297,298,72,0.979,0,0,0,-
2003,박진만,현대,유격수,129,125,1088+1/3,19,0,205,393,75,0.969,0,0,0,-
2003,김민재,SK,유격수,129,118,1024+1/3,12,0,199,423,67,0.981,0,0,0,-
2003,홍세완,KIA,유격수,128,127,1080+2/3,13,0,187,365,68,0.977,0,0,0,-
2003,안경현,두산,2루수,128,127,1017+2/3,5,0,292,310,89,0.992,0,0,0,-
2003,이현곤,KIA,3루수,127,113,967+2/3,4,0,87,229,21,0.988,0,0,0,-
2003,심정수,현대,우익수,126,126,1116+2/3,5,0,228,5,2,0.979,0,0,0,-
2003,김상훈,KIA,포수,125,121,1021,7,0,733,74,5,0.991,7,37,46,55.4
2003,강동우,삼성,우익수,123,114,977+1/3,4,0,241,6,2,0.984,0,0,0,-
2003,이승엽,삼성,1루수,123,122,1076,5,0,1094,56,89,0.996,0,0,0,-
2003,진갑용,삼성,포수,123,120,1046+2/3,13,1,779,71,15,0.985,8,62,42,40.4
2003,김종국,KIA,2루수,123,120,1038,7,0,312,408,88,0.99,0,0,0,-
2003,박경완,SK,포수,120,106,924+1/3,9,1,637,71,10,0.987,11,74,45,37.8
2003,이숭용,현대,중견수,119,116,983+1/3,2,0,211,4,1,0.991,0,0,0,-
2003,김수연,한화,중견수,119,84,767,3,0,224,5,1,0.987,0,0,0,-
2003,정경배,SK,2루수,118,114,878,11,0,228,261,58,0.978,0,0,0,-
2003,김태균,한화,1루수,118,117,1019+2/3,6,0,1012,55,80,0.994,0,0,0,-
2003,최기문,롯데,포수,117,109,855+1/3,5,2,526,62,12,0.992,12,58,42,42.0
2003,조성환,롯데,3루수,111,105,900,16,0,84,246,29,0.954,0,0,0,-
2003,이도형,한화,포수,107,93,756+1/3,2,0,502,36,1,0.996,2,63,19,23.2
2003,조경환,SK,좌익수,106,102,876+2/3,3,0,171,2,0,0.983,0,0,0,-
2003,유지현,LG,2루수,103,96,783+1/3,8,0,198,223,48,0.981,0,0,0,-
2003,김동수,현대,포수,103,98,828,9,0,619,76,12,0.987,8,84,51,37.8
2003,브리또,삼성,유격수,101,101,862+1/3,10,0,145,259,52,0.976,0,0,0,-
2003,김경언,KIA,좌익수,99,75,630+1/3,3,0,122,5,1,0.977,0,0,0,-
2003,최경환,두산,좌익수,99,79,685,2,0,150,5,2,0.987,0,0,0,-
2003,홍원기,두산,3루수,99,89,794+1/3,11,0,77,187,19,0.96,0,0,0,-
2003,임수민,한화,2루수,97,71,635+1/3,5,0,166,179,45,0.986,0,0,0,-
2003,이범호,한화,3루수,95,90,756+1/3,6,0,72,183,18,0.977,0,0,0,-
2003,강혁,SK,1루수,93,41,463,5,0,497,51,40,0.991,0,0,0,-
2003,조원우,SK,중견수,93,84,687+1/3,0,0,172,8,2,1.0,0,0,0,-
2003,신명철,롯데,2루수,93,72,629,10,0,184,219,61,0.976,0,0,0,-
2003,마르티네스,LG,우익수,92,60,548+1/3,2,0,165,2,0,0.988,0,0,0,-
2003,이종열,LG,3루수,92,75,643,8,0,66,122,9,0.959,0,0,0,-
2003,박기혁,롯데,유격수,92,79,701,16,0,119,252,54,0.959,0,0,0,-
2003,박현승,롯데,1루수,92,69,645+1/3,5,0,689,47,64,0.993,0,0,0,-
2003,정성훈,현대,3루수,91,89,766+1/3,15,0,69,164,20,0.94,0,0,0,-
2003,디아즈,SK,3루수,87,85,684+1/3,8,0,62,179,13,0.968,0,0,0,-
2003,이진영,SK,우익수,85,76,619+1/3,4,0,146,9,1,0.975,0,0,0,-
2003,이혜천,두산,투수,83,0,55,0,0,6,13,1,1.0,0,0,0,-
2003,가득염,롯데,투수,81,0,35+2/3,0,0,3,9,0,1.0,0,0,0,-
2003,이택근,현대,1루수,80,48,464,5,0,491,24,44,0.99,0,0,0,-
2003,장원진,두산,1루수,79,55,517+1/3,5,0,528,36,55,0.991,0,0,0,-
2003,노승욱,롯데,투수,78,1,94+2/3,0,0,2,13,2,1.0,0,0,0,-
2003,이시온,롯데,중견수,78,77,643,8,0,135,13,4,0.949,0,0,0,-
2003,권용관,LG,유격수,77,67,574+2/3,7,0,106,179,32,0.976,0,0,0,-
2003,박재홍,KIA,우익수,77,77,663,2,0,122,1,0,0.984,0,0,0,-
2003,차명주,두산,투수,77,0,33,2,0,2,5,1,0.778,0,0,0,-
2003,이진영,SK,중견수,77,48,471,3,0,99,3,0,0.971,0,0,0,-
2003,이종범,KIA,중견수,76,76,636+2/3,2,0,130,5,1,0.985,0,0,0,-
2003,안재만,SK,3루수,76,47,456+2/3,9,0,30,109,4,0.939,0,0,0,-
2003,채종범,SK,우익수,76,47,481+2/3,2,0,98,3,1,0.981,0,0,0,-
2003,유택현,LG,투수,75,1,37+2/3,1,0,1,2,0,0.75,0,0,0,-
2003,고지행,삼성,2루수,74,66,521,5,0,123,147,29,0.982,0,0,0,-
